duration,server,summoner_name,team_1,team_2,timestamp,winner
36m 1s,euw,Erazan,"Camille,Kindred,Vladimir,Ezreal,Lulu","Riven,Lillia,Irelia,Jhin,Thresh",2020-11-09 20:01:38,Team 2
29m 32s,euw,Erazan,"Jax,Graves,Vladimir,Jhin,Yuumi","Kennen,Rek'Sai,Kled,Kog'Maw,Pantheon",2020-11-09 19:12:23,Team 2
22m 0s,euw,Erazan,"Gangplank,Lee Sin,Orianna,Ashe,Braum","Shen,Rengar,Karthus,Draven,Pantheon",2020-11-09 18:31:34,Team 2
34m 12s,euw,Erazan,"Shen,Ekko,Ziggs,Jhin,Leona","Kayle,Kayn,Karthus,Miss Fortune,Karma",2020-11-09 17:36:36,Team 1
31m 5s,euw,Erazan,"Jax,Lee Sin,Galio,Ezreal,Blitzcrank","Darius,Rengar,Ziggs,Akali,Morgana",2020-11-09 16:55:47,Team 2
29m 20s,euw,Erazan,"Malphite,Graves,Vladimir,Jhin,Nautilus","Shen,Nidalee,Irelia,Kai'Sa,Rakan",2020-11-09 16:03:55,Team 1
37m 51s,euw,Erazan,"Jax,Lillia,Talon,Ezreal,Bard","Malphite,Nidalee,Cassiopeia,Aphelios,Lulu",2020-11-09 14:54:38,Team 1
41m 16s,euw,Erazan,"Wukong,Evelynn,Anivia,Jhin,Janna","Renekton,Nunu & Willump,Fizz,Ezreal,Leona",2020-11-09 13:16:10,Team 2
18m 44s,euw,Erazan,"Hecarim,Elise,Galio,Jhin,Seraphine","Jax,Graves,Akali,Ezreal,Janna",2020-11-09 12:25:32,Team 2
28m 28s,euw,Erazan,"Aatrox,Nidalee,Katarina,Caitlyn,Lulu","Renekton,Lillia,Lucian,Draven,Alistar",2020-11-08 11:31:50,Team 1
20m 25s,euw,Naerea,"Udyr,Pantheon,Katarina,Caitlyn,Gragas","Jax,Kayn,Fizz,Lucian,Nautilus",2020-12-28 22:24:08,Team 2
29m 54s,euw,pure νessel,"Shen,Nunu & Willump,Lucian,Jhin,Janna","Camille,Kayn,Viktor,Ashe,Karma",2020-11-09 21:56:25,Team 1
28m 43s,euw,pure νessel,"Ornn,Graves,Syndra,Ashe,Leona","Teemo,Zac,Ryze,Ezreal,Bard",2020-11-09 21:13:15,Team 2
30m 43s,euw,pure νessel,"Urgot,Nidalee,Lissandra,Jhin,Pantheon","Yone,Lillia,Brand,Kalista,Thresh",2020-11-09 20:28:45,Team 1
14m 43s,euw,pure νessel,"Quinn,Karthus,Sylas,Jhin,Bard","Wukong,Ekko,Samira,Katarina,Leona",2020-11-05 00:48:36,Team 2
37m 24s,euw,pure νessel,"Jax,Karthus,Yone,Samira,Bard","Camille,Nidalee,Sylas,Miss Fortune,Leona",2020-11-04 22:22:32,Team 2
42m 15s,euw,pure νessel,"Wukong,Kha'Zix,Diana,Kalista,Thresh","Kayle,Fiddlesticks,Irelia,Jhin,Rakan",2020-11-04 21:33:43,Team 1
36m 43s,euw,pure νessel,"Volibear,Graves,Karthus,Kai'Sa,Leona","Fiora,Lillia,Zoe,Jhin,Pantheon",2020-11-04 20:43:31,Team 2
32m 37s,euw,pure νessel,"Fiora,Hecarim,Twisted Fate,Ashe,Zilean","Kayle,Lee Sin,Sylas,Jhin,Rakan",2020-11-04 06:45:25,Team 1
23m 17s,euw,pure νessel,"Yone,Lillia,Orianna,Xayah,Rakan","Camille,Nidalee,Sett,Jhin,Seraphine",2020-11-04 06:06:04,Team 1
26m 20s,euw,pure νessel,"Shen,Kha'Zix,Sylas,Jhin,Pantheon","Kayle,Graves,Syndra,Ezreal,Yuumi",2020-11-04 05:26:48,Team 2
16m 14s,euw,sh1g,"Aatrox,Taliyah,Graves,Kai'Sa,Tahm Kench","Riven,Kindred,Aurelion Sol,Anivia,Leona",2020-12-14 21:36:34,Team 2
29m 36s,euw,sh1g,"Shen,Ekko,Jayce,Kai'Sa,Seraphine","Gangplank,Ivern,Sylas,Lucian,Rakan",2020-12-14 20:56:18,Team 1
11m 50s,euw,sh1g,"Volibear,Kindred,Fizz,Kai'Sa,Alistar","Pantheon,Ekko,Galio,Kog'Maw,Nautilus",2020-12-14 05:03:47,Team 2
31m 27s,euw,sh1g,"Shen,Lillia,Anivia,Jhin,Janna","Irelia,Kha'Zix,Twisted Fate,Lucian,Ashe",2020-12-14 04:43:53,Team 1
22m 17s,euw,sh1g,"Malphite,Rengar,Sylas,Ezreal,Bard","Irelia,Ekko,Vel'Koz,Kai'Sa,Lulu",2020-12-14 04:01:37,Team 2
29m 11s,euw,sh1g,"Rengar,Ekko,Irelia,Syndra,Thresh","Pantheon,Graves,LeBlanc,Ashe,Lulu",2020-12-14 03:24:07,Team 1
34m 11s,euw,sh1g,"Akali,Taliyah,Aatrox,Caitlyn,Pantheon","Shen,Hecarim,Cassiopeia,Kai'Sa,Rakan",2020-12-14 02:42:56,Team 1
22m 6s,euw,sh1g,"Camille,Taliyah,Yone,Jhin,Vel'Koz","Kai'Sa,Nidalee,Anivia,Rengar,Thresh",2020-12-13 01:19:33,Team 2
23m 34s,euw,sh1g,"Renekton,Gragas,Katarina,Kog'Maw,Lulu","Aatrox,Graves,Sylas,Jhin,Rakan",2020-12-13 00:34:06,Team 1
29m 39s,euw,sh1g,"Cho'Gath,Lee Sin,Viktor,Ezreal,Karma","Malphite,Ekko,Lucian,Kai'Sa,Yuumi",2020-12-12 22:24:27,Team 2
33m 5s,euw,Inca jungle acc,"Sett,Nidalee,Akali,Tristana,Nami","Volibear,Lillia,Vladimir,Kai'Sa,Nautilus",2020-12-28 10:36:54,Team 2
22m 56s,euw,Inca jungle acc,"Camille,Lee Sin,Orianna,Jhin,Seraphine","Irelia,Kha'Zix,Katarina,Miss Fortune,Nautilus",2020-12-28 09:54:30,Team 1
21m 7s,euw,Inca jungle acc,"Darius,Lillia,Sylas,Ashe,Leona","Malphite,Lee Sin,Zoe,Miss Fortune,Alistar",2020-12-28 08:14:34,Team 1
20m 18s,euw,Inca jungle acc,"Camille,Taliyah,Kassadin,Aphelios,Leona","Fiora,Nunu & Willump,Akali,Miss Fortune,Thresh",2020-12-28 07:38:36,Team 1
29m 5s,euw,Inca jungle acc,"Yasuo,Taliyah,Yone,Jhin,Janna","Maokai,Elise,Jayce,Miss Fortune,Seraphine",2020-12-28 06:34:20,Team 2
35m 6s,euw,Inca jungle acc,"Riven,Lillia,Yone,Twitch,Yuumi","Aatrox,Rek'Sai,Azir,Jhin,Alistar",2020-12-28 05:46:06,Team 2
15m 29s,euw,Inca jungle acc,"Yone,Elise,Irelia,Kai'Sa,Nautilus","Wukong,Lillia,Zed,Lucian,Rakan",2020-12-24 07:15:02,Team 2
15m 53s,euw,Inca jungle acc,"Aatrox,Taliyah,Qiyana,Ezreal,Thresh","Camille,Evelynn,Diana,Lucian,Leona",2020-12-24 04:48:11,Team 1
24m 50s,euw,Inca jungle acc,"Ornn,Evelynn,Yone,Ashe,Pyke","Camille,Graves,Ekko,Xayah,Leona",2020-12-24 04:10:45,Team 1
21m 14s,euw,Inca jungle acc,"Malphite,Hecarim,Akali,Lucian,Nautilus","Jayce,Lillia,Yone,Samira,Leona",2020-12-23 08:19:19,Team 2
15m 18s,euw,AutofillToRank1,"Ezreal,Kindred,Ryze,Yone,Bard","Teemo,Elise,Qiyana,Ashe,Thresh",2020-11-06 04:40:17,Team 2
28m 34s,euw,AutofillToRank1,"Fiora,Kayn,Galio,Cassiopeia,Thresh","Gangplank,Nunu & Willump,Lissandra,Jhin,Leona",2020-11-06 04:10:33,Team 1
28m 7s,euw,AutofillToRank1,"Sion,Nunu & Willump,Diana,Kai'Sa,Nautilus","Wukong,Lillia,Katarina,Lucian,Rakan",2020-11-05 00:22:39,Team 2
28m 34s,euw,AutofillToRank1,"Renekton,Brand,Fizz,Jhin,Thresh","Ornn,Graves,Sylas,Ezreal,Bard",2020-11-04 22:49:25,Team 2
33m 35s,euw,AutofillToRank1,"Akali,Kindred,Galio,Jhin,Blitzcrank","Malphite,Graves,Ziggs,Ashe,Seraphine",2020-11-04 21:47:03,Team 2
29m 11s,euw,AutofillToRank1,"Gangplank,Shaco,Yone,Ashe,Rakan","Vladimir,Graves,Annie,Jhin,Leona",2020-11-04 21:04:45,Team 2
24m 42s,euw,AutofillToRank1,"Malphite,Karthus,Samira,Yone,Rakan","Renekton,Rengar,Ezreal,Annie,Vel'Koz",2020-11-04 20:22:37,Team 1
34m 2s,euw,EG0 IS THE ENEMY,"Irelia,Lillia,Akali,Jinx,Thresh","Kennen,Taliyah,Zed,Jhin,Alistar",2020-12-27 01:37:56,Team 1
34m 23s,euw,EG0 IS THE ENEMY,"Renekton,Ekko,Lee Sin,Jinx,Nautilus","Aatrox,Kha'Zix,Yasuo,Vladimir,Thresh",2020-12-27 00:50:54,Team 2
31m 23s,euw,more than everr,"Jax,Evelynn,Taliyah,Ezreal,Bard","Cassiopeia,Graves,Qiyana,Syndra,Thresh",2020-11-07 23:08:36,Team 1
12m 14s,euw,more than everr,"Nunu & Willump,Wukong,Lulu,Jhin,Thresh","Ornn,Rek'Sai,Syndra,Miss Fortune,Pyke",2020-11-07 22:23:32,Team 2
28m 0s,euw,more than everr,"Shen,Nidalee,Yone,Jhin,Bard","Lulu,Graves,Seraphine,Jinx,Nautilus",2020-11-07 21:50:23,Team 1
22m 1s,euw,more than everr,"Tryndamere,Kindred,Sylas,Ashe,Seraphine","Wukong,Shaco,Twisted Fate,Ezreal,Rakan",2020-11-07 21:05:19,Team 2
33m 45s,euw,more than everr,"Irelia,Kayn,Orianna,Samira,Braum","Malphite,Kha'Zix,Syndra,Senna,Pantheon",2020-11-07 09:50:59,Team 1
25m 3s,euw,more than everr,"Ornn,Rek'Sai,Cassiopeia,Jhin,Nautilus","Maokai,Kha'Zix,Fizz,Ezreal,Yuumi",2020-11-07 09:08:44,Team 1
22m 51s,euw,more than everr,"Tryndamere,Kha'Zix,Cassiopeia,Jhin,Blitzcrank","Renekton,Nidalee,Sylas,Ashe,Lulu",2020-11-07 08:36:19,Team 1
33m 38s,euw,more than everr,"Jax,Graves,Zoe,Ashe,Leona","Malphite,Kindred,Sylas,Tristana,Brand",2020-11-07 08:08:34,Team 1
25m 40s,euw,more than everr,"Ornn,Graves,Zoe,Jhin,Leona","Galio,Nidalee,Wukong,Ashe,Pantheon",2020-11-07 07:23:51,Team 1
40m 52s,euw,more than everr,"Irelia,Graves,Akali,Aphelios,Braum","Shen,Taliyah,Lucian,Senna,Rakan",2020-11-07 06:48:39,Team 2
23m 6s,euw,Nick Rivera,"Aatrox,Karthus,Akali,Jhin,Pyke","Malphite,Udyr,Ezreal,Samira,Yuumi",2020-12-29 03:45:49,Team 2
33m 16s,euw,Nick Rivera,"Ornn,Nidalee,Yone,Jhin,Pantheon","Aatrox,Shaco,Akali,Ashe,Braum",2020-12-29 03:11:11,Team 1
22m 52s,euw,Nick Rivera,"Sion,Nunu & Willump,Orianna,Samira,Thresh","Gragas,Kayn,Twisted Fate,Kai'Sa,Alistar",2020-12-29 01:45:25,Team 1
28m 5s,euw,Nick Rivera,"Akali,Kha'Zix,Lucian,Samira,Nautilus","Kled,Lee Sin,Sylas,Ashe,Leona",2020-12-29 01:04:02,Team 2
21m 7s,euw,Nick Rivera,"Darius,Lillia,Sylas,Ashe,Leona","Malphite,Lee Sin,Zoe,Miss Fortune,Alistar",2020-12-28 08:14:34,Team 1
27m 7s,euw,Nick Rivera,"Malphite,Rek'Sai,Syndra,Ezreal,Bard","Pantheon,Ekko,Irelia,Ashe,Leona",2020-12-28 02:25:31,Team 2
25m 55s,euw,Nick Rivera,"Wukong,Lillia,Yone,Kai'Sa,Alistar","Fiora,Udyr,Rumble,Ashe,Lux",2020-12-27 11:35:02,Team 2
23m 21s,euw,Nick Rivera,"Quinn,Taliyah,Lucian,Draven,Nautilus","Maokai,Karthus,Talon,Kai'Sa,Leona",2020-12-27 10:50:56,Team 2
34m 5s,euw,SurenMidito,"Seraphine,Lillia,Renekton,Ezreal,Nautilus","Riven,Graves,Kassadin,Jhin,Leona",2020-12-29 01:06:34,Team 1
29m 9s,euw,SurenMidito,"Teemo,Lee Sin,Ekko,Samira,Rakan","Renekton,Shaco,Katarina,Kai'Sa,Braum",2020-12-29 00:21:24,Team 2
22m 52s,euw,SurenMidito,"Aatrox,Kindred,Viktor,Miss Fortune,Alistar","Camille,Graves,Ekko,Ashe,Rakan",2020-12-28 09:08:57,Team 2
26m 23s,euw,SurenMidito,"Lucian,Poppy,Orianna,Kai'Sa,Leona","Jayce,Zac,Akali,Miss Fortune,Twitch",2020-12-28 02:33:35,Team 2
28m 33s,euw,SurenMidito,"Lucian,Taliyah,Yone,Anivia,Poppy","Olaf,Graves,Katarina,Yasuo,Pyke",2020-12-28 01:35:06,Team 1
23m 56s,euw,SurenMidito,"Anivia,Olaf,Poppy,Kalista,Thresh","Shen,Taliyah,Lucian,Jhin,Galio",2020-12-28 00:52:56,Team 1
39m 9s,euw,SurenMidito,"Lucian,Karthus,Akali,Miss Fortune,Leona","Aatrox,Graves,Zoe,Ezreal,Bard",2020-12-27 22:14:54,Team 2
33m 5s,euw,SurenMidito,"Aatrox,Riven,Tryndamere,Ekko,Rakan","Garen,Nunu & Willump,Zed,Ashe,Seraphine",2020-12-27 21:15:58,Team 2
30m 1s,euw,SurenMidito,"Ezreal,Graves,Syndra,Lulu,Bard","Darius,Ivern,Ekko,Miss Fortune,Twitch",2020-12-27 20:25:23,Team 2
26m 34s,euw,Dreampire,"Vladimir,Kayn,Viktor,Vayne,Lulu","Gnar,Kha'Zix,Ekko,Ashe,Nautilus",2020-11-13 00:05:47,Team 2
23m 26s,euw,Dreampire,"Jax,Graves,Galio,Ezreal,Thresh","Riven,Nunu & Willump,Akali,Kalista,Alistar",2020-11-05 08:11:02,Team 1
26m 24s,euw,Dreampire,"Renekton,Nidalee,Lucian,Jhin,Nautilus","Sylas,Lillia,Syndra,Xayah,Sett",2020-11-05 07:38:40,Team 1
29m 34s,euw,Dreampire,"Riven,Shaco,Sylas,Ezreal,Bard","Volibear,Lillia,Ekko,Kalista,Nautilus",2020-11-05 07:03:58,Team 1
23m 5s,euw,W4rsz1,"Shen,Graves,Viktor,Jhin,Rakan","Akali,Rengar,Anivia,Lucian,Leona",2020-12-18 10:00:28,Team 1
25m 47s,euw,W4rsz1,"Irelia,Lillia,Qiyana,Varus,Thresh","Lucian,Taliyah,Jayce,Jhin,Maokai",2020-12-18 08:50:47,Team 1
20m 54s,euw,W4rsz1,"Wukong,Rengar,Twisted Fate,Jhin,Thresh","Aatrox,Taliyah,Zoe,Samira,Nautilus",2020-12-18 08:18:13,Team 1
22m 51s,euw,W4rsz1,"Teemo,Nocturne,Sett,Kai'Sa,Galio","Wukong,Lillia,Zoe,Jhin,Karma",2020-12-04 06:14:38,Team 2
28m 10s,euw,W4rsz1,"Wukong,Nunu & Willump,Yone,Ashe,Morgana","Jayce,Kayn,Akali,Jhin,Nautilus",2020-12-04 00:55:46,Team 2
31m 14s,euw,W4rsz1,"Lucian,Nunu & Willump,Fizz,Kai'Sa,Pyke","Neeko,Rammus,Qiyana,Jhin,Zyra",2020-12-02 09:49:30,Team 1
19m 43s,euw,W4rsz1,"Jayce,Lillia,Kayle,Ezreal,Zilean","Darius,Olaf,Akali,Yasuo,Pantheon",2020-12-02 09:04:14,Team 1
23m 6s,euw,W4rsz1,"Jax,Nocturne,Diana,Miss Fortune,Zyra","Sett,Qiyana,LeBlanc,Kai'Sa,Pyke",2020-12-02 07:02:28,Team 2
19m 39s,euw,Erdbeerkonfitüre,"Kassadin,Taliyah,Camille,Twitch,Karma","Jayce,Nunu & Willump,Katarina,Senna,Bard",2020-12-28 05:58:24,Team 2
42m 10s,euw,Erdbeerkonfitüre,"Poppy,Taliyah,Yasuo,Ashe,Lulu","Lucian,Ekko,Fizz,Miss Fortune,Sona",2020-12-28 05:19:51,Team 2
20m 23s,euw,Rinky,"Malphite,Lee Sin,Vel'Koz,Ashe,Thresh","Jayce,Kayn,Ekko,Ezreal,Karma",2020-12-21 22:51:04,Team 1
32m 50s,euw,w3bcam,"Fiora,Graves,Orianna,Kai'Sa,Lulu","Rumble,Kindred,Zed,Caitlyn,Soraka",2020-11-01 03:57:09,Team 2
29m 56s,euw,w3bcam,"Volibear,Graves,Rumble,Draven,Seraphine","Jax,Hecarim,Sylas,Jhin,Janna",2020-11-01 03:13:39,Team 2
34m 35s,euw,w3bcam,"Poppy,Hecarim,Lucian,Karthus,Janna","Jax,Kindred,Morgana,Jhin,Zilean",2020-11-01 02:36:43,Team 1
20m 36s,euw,w3bcam,"Quinn,Lee Sin,Sylas,Senna,Tahm Kench","Rumble,Lillia,Pyke,Jhin,Blitzcrank",2020-11-01 01:54:24,Team 1
21m 32s,euw,w3bcam,"Kled,Kha'Zix,Lucian,Karthus,Leona","Rumble,Hecarim,Yone,Jhin,Pantheon",2020-11-01 01:21:05,Team 2
35m 54s,euw,WRDN,"Poppy,Olaf,Akali,Vayne,Leona","Urgot,Taliyah,Anivia,Kai'Sa,Shen",2020-12-29 00:07:58,Team 1
24m 53s,euw,WRDN,"Akali,Ivern,Lucian,Samira,Rakan","Camille,Rengar,Xerath,Ashe,Janna",2020-12-28 23:25:17,Team 2
24m 14s,euw,WRDN,"Sylas,Graves,Akali,Xayah,Thresh","Irelia,Taliyah,Kennen,Vayne,Pyke",2020-12-27 22:10:53,Team 2
21m 28s,euw,WRDN,"Sion,Graves,Viktor,Ezreal,Yuumi","Jax,Kayn,Xerath,Jhin,Nami",2020-12-27 00:47:00,Team 2
30m 35s,euw,WRDN,"Akali,Aatrox,Zed,Taliyah,Pantheon","Irelia,Lillia,Yone,Vayne,Thresh",2020-12-27 00:13:04,Team 1
17m 14s,euw,WRDN,"Malphite,Taliyah,Zed,Twitch,Alistar","Jayce,Nidalee,Sylas,Kai'Sa,Thresh",2020-12-26 08:54:23,Team 1
22m 18s,euw,WRDN,"Sett,Lillia,Pantheon,Kai'Sa,Leona","Akali,Graves,Orianna,Miss Fortune,Seraphine",2020-12-26 08:22:17,Team 1
25m 27s,euw,WRDN,"Fiora,Graves,LeBlanc,Kai'Sa,Thresh","Nasus,Lillia,Yone,Jhin,Karma",2020-12-26 07:42:57,Team 1
26m 20s,euw,WRDN,"Viktor,Nunu & Willump,Yone,Ashe,Janna","Olaf,Fiddlesticks,Lucian,Kai'Sa,Rakan",2020-12-26 05:52:33,Team 1
36m 23s,euw,WRDN,"Rengar,Poppy,LeBlanc,Kai'Sa,Bard","Camille,Taliyah,Pantheon,Caitlyn,Pyke",2020-12-26 05:03:06,Team 1
18m 42s,euw,Joinzïto,"Aatrox,Kindred,Seraphine,Draven,Maokai","Lucian,Karthus,Pantheon,Yasuo,Nautilus",2020-12-29 02:24:50,Team 2
23m 36s,euw,Joinzïto,"Akali,Kindred,Yone,Aphelios,Lulu","Kled,Graves,Kassadin,Miss Fortune,Alistar",2020-12-28 22:02:35,Team 2
14m 28s,euw,Joinzïto,"Wukong,Zac,Anivia,Jhin,Seraphine","Sett,Graves,Zoe,Vayne,Alistar",2020-12-28 03:58:15,Team 1
28m 22s,euw,Joinzïto,"Ryze,Qiyana,LeBlanc,Kai'Sa,Nautilus","Gangplank,Ekko,Galio,Jhin,Twitch",2020-12-28 02:14:48,Team 1
39m 9s,euw,Joinzïto,"Lucian,Karthus,Akali,Miss Fortune,Leona","Aatrox,Graves,Zoe,Ezreal,Bard",2020-12-27 22:14:54,Team 2
26m 26s,euw,Joinzïto,"Maokai,Kindred,Viktor,Jhin,Bard","Cho'Gath,Olaf,Akali,Lucian,Pyke",2020-12-27 20:29:08,Team 1
21m 34s,euw,Joinzïto,"Pantheon,Graves,Yone,Kai'Sa,Thresh","Irelia,Evelynn,Lucian,Draven,Janna",2020-12-27 02:32:28,Team 1
31m 4s,euw,Joinzïto,"Sion,Taliyah,Heimerdinger,Ashe,Galio","Renekton,Hecarim,Katarina,Ezreal,Thresh",2020-12-27 01:33:35,Team 2
23m 50s,euw,Joinzïto,"Kled,Taliyah,Lucian,Miss Fortune,Thresh","Pantheon,Olaf,Anivia,Jhin,Alistar",2020-12-27 00:52:34,Team 2
25m 57s,euw,Joinzïto,"Garen,Gragas,Viktor,Jhin,Alistar","Jax,Graves,Karthus,Lucian,Pantheon",2020-12-27 00:10:46,Team 2
26m 15s,euw,10917490123,"Renekton,Vi,Kassadin,Miss Fortune,Lux","Teemo,Zac,Zoe,Jhin,Bard",2020-12-18 07:20:21,Team 1
31m 47s,euw,10917490123,"Urgot,Lillia,Lucian,Miss Fortune,Sona","Akali,Graves,Malphite,Xayah,Brand",2020-12-18 06:40:41,Team 2
23m 46s,euw,10917490123,"Cassiopeia,Nunu & Willump,Lucian,Jhin,Seraphine","Akali,Taliyah,Qiyana,Ashe,Janna",2020-12-16 06:59:40,Team 1
31m 55s,euw,C9 Probably Not,"Gangplank,Taliyah,Yone,Miss Fortune,Rakan","Jayce,Kha'Zix,Ekko,Kai'Sa,Alistar",2020-12-28 02:01:46,Team 1
24m 0s,euw,10917490123,"Teemo,Graves,Sylas,Samira,Sona","Ryze,Ekko,Yone,Ezreal,Rakan",2020-12-16 06:04:37,Team 2
28m 25s,euw,10917490123,"Sylas,Graves,Anivia,Jhin,Pantheon","Urgot,Lillia,Samira,Qiyana,Nautilus",2020-12-11 05:59:44,Team 2
28m 31s,euw,C9 Probably Not,"Aatrox,Elise,Yone,Kog'Maw,Alistar","Wukong,Kha'Zix,Anivia,Ezreal,Rakan",2020-12-28 01:22:31,Team 2
23m 36s,euw,C9 Probably Not,"Rengar,Olaf,Akali,Jhin,Rakan","Irelia,Lillia,Pantheon,Miss Fortune,Alistar",2020-12-27 21:59:17,Team 2
21m 14s,euw,10917490123,"Aatrox,Ivern,Sylas,Vayne,Thresh","Camille,Elise,Yone,Jhin,Karma",2020-12-11 05:19:35,Team 2
19m 50s,euw,10917490123,"Lucian,Nidalee,Akali,Jhin,Thresh","Sett,Lee Sin,Annie,Kai'Sa,Pantheon",2020-12-11 04:52:19,Team 1
33m 5s,euw,C9 Probably Not,"Aatrox,Riven,Tryndamere,Ekko,Rakan","Garen,Nunu & Willump,Zed,Ashe,Seraphine",2020-12-27 21:15:58,Team 2
27m 10s,euw,10917490123,"Sylas,Graves,Kayle,Ashe,Pantheon","Riven,Lillia,Akali,Aphelios,Leona",2020-12-11 01:14:25,Team 1
15m 31s,euw,10917490123,"Kayle,Rengar,Kassadin,Aphelios,Thresh","Quinn,Lee Sin,Taliyah,Jhin,Braum",2020-12-11 00:35:08,Team 2
3m 14s,euw,C9 Probably Not,"Katarina,Rek'Sai,Irelia,Miss Fortune,Rakan","Riven,Graves,Orianna,Kai'Sa,Sett",2020-12-27 02:59:02,Team 2
39m 54s,euw,C9 Probably Not,"Camille,Taliyah,Yone,Ashe,Alistar","Aatrox,Evelynn,Viktor,Ezreal,Bard",2020-12-27 02:43:16,Team 2
30m 12s,euw,10917490123,"Jayce,Rengar,Zoe,Ezreal,Bard","Quinn,Taliyah,Annie,Fiora,Taric",2020-12-11 00:07:27,Team 2
26m 32s,euw,C9 Probably Not,"Ornn,Shaco,Cassiopeia,Xayah,Rakan","Camille,Taliyah,Zed,Vayne,Bard",2020-12-27 01:35:40,Team 2
23m 57s,jp,ejı,"Kalista,Hecarim,Anivia,Miss Fortune,Shaco","Kled,Fiddlesticks,Zed,Vayne,Ashe",2020-12-15 20:34:43,Team 2
20m 55s,euw,C9 Probably Not,"Camille,Graves,Fizz,Tristana,Taric","Wukong,Ekko,Anivia,Kai'Sa,Alistar",2020-12-27 00:55:47,Team 2
32m 15s,euw,C9 Probably Not,"Malphite,Graves,Kassadin,Jhin,Pantheon","Sylas,Neeko,Yone,Ezreal,Rakan",2020-12-26 03:51:26,Team 2
22m 32s,jp,ejı,"Pantheon,Taliyah,Diana,Kalista,Taric","Hecarim,Graves,Zoe,Twitch,Rakan",2020-12-15 19:19:30,Team 1
20m 41s,jp,ejı,"Leona,Graves,Ekko,Vayne,Nautilus","Ornn,Master Yi,Fizz,Kai'Sa,Blitzcrank",2020-12-15 09:37:36,Team 1
16m 25s,euw,C9 Probably Not,"Sion,Udyr,Yone,Kai'Sa,Lissandra","Shen,Lee Sin,Akali,Vayne,Rakan",2020-12-25 02:22:33,Team 1
20m 6s,jp,ejı,"Darius,Hecarim,Fizz,Kai'Sa,Leona","Garen,Kayn,Galio,Karthus,Sett",2020-12-15 01:05:47,Team 1
37m 53s,jp,ejı,"Fiora,Hecarim,Fizz,Vayne,Rakan","Renekton,Lee Sin,Akali,Graves,Shaco",2020-12-14 20:04:08,Team 1
19m 42s,jp,ejı,"Fiora,Graves,Sylas,Kai'Sa,Lulu","Nasus,Hecarim,Camille,Jhin,Shaco",2020-12-14 19:12:34,Team 1
28m 39s,jp,ejı,"Jax,Taliyah,Sylas,Senna,Thresh","Nasus,Hecarim,Lucian,Miss Fortune,Rell",2020-12-14 08:37:14,Team 2
27m 15s,euw,Scorbite,"Yone,Lillia,Camille,Jhin,Leona","Zac,Kayn,Sylas,Draven,Thresh",2020-11-10 02:22:36,Team 1
24m 14s,euw,Scorbite,"Galio,Rek'Sai,Katarina,Kalista,Thresh","Kennen,Rengar,Ryze,Ashe,Blitzcrank",2020-11-10 01:49:39,Team 1
33m 46s,euw,Scorbite,"Maokai,Graves,Ahri,Jhin,Thresh","Lulu,Kindred,Zed,Kai'Sa,Brand",2020-11-10 01:07:59,Team 2
26m 43s,euw,Scorbite,"Wukong,Rengar,Annie,Ezreal,Soraka","Ryze,Rek'Sai,Zed,Ashe,Bard",2020-11-10 00:22:15,Team 2
18m 40s,euw,Scorbite,"Lulu,Kindred,Anivia,Ashe,Sona","Wukong,Kha'Zix,Orianna,Miss Fortune,Janna",2020-11-09 23:47:16,Team 1
22m 1s,euw,Scorbite,"Shen,Ekko,Zed,Yasuo,Lux","Gangplank,Sylas,LeBlanc,Aphelios,Leona",2020-11-09 23:08:38,Team 1
22m 50s,euw,Scorbite,"Rumble,Kindred,Yasuo,Orianna,Thresh","Quinn,Kha'Zix,Lucian,Senna,Zoe",2020-11-09 22:36:04,Team 2
21m 23s,euw,DUMBOKILLER88,"Irelia,Kha'Zix,Taliyah,Miss Fortune,Thresh","Urgot,Graves,Katarina,Samira,Nautilus",2020-12-15 03:48:13,Team 1
30m 11s,euw,Nijhuis,"Shen,Kha'Zix,Kassadin,Jhin,Thresh","Renekton,Lee Sin,Akali,Kai'Sa,Nami",2020-12-10 04:44:16,Team 1
24m 8s,euw,Nijhuis,"Renekton,Taliyah,Anivia,Vayne,Leona","Akali,Graves,Kassadin,Samira,Bard",2020-12-10 04:05:04,Team 2
21m 38s,euw,Nijhuis,"Camille,Lillia,Twisted Fate,Kai'Sa,Leona","Aatrox,Rammus,Sylas,Jhin,Braum",2020-12-09 03:04:56,Team 1
22m 7s,euw,Nijhuis,"Vladimir,Nunu & Willump,Quinn,Miss Fortune,Alistar","Akali,Udyr,Pyke,Jhin,Sona",2020-12-09 02:29:25,Team 1
46m 12s,euw,Nijhuis,"Cassiopeia,Hecarim,Irelia,Ziggs,Rakan","Renekton,Lillia,Lucian,Draven,Pantheon",2020-11-05 04:12:14,Team 1
15m 25s,euw,Nijhuis,"Jax,Lee Sin,Fizz,Ziggs,Leona","Aatrox,Graves,Orianna,Jinx,Camille",2020-11-05 02:27:14,Team 1
27m 17s,euw,Nijhuis,"Rumble,Graves,Lucian,Senna,Annie","Shen,Nidalee,Seraphine,Aphelios,Soraka",2020-11-05 01:51:42,Team 2
33m 32s,euw,Ugglaann,"Darius,Hecarim,Orianna,Ezreal,Bard","Talon,Nidalee,Ornn,Lucian,Maokai",2020-12-09 03:03:22,Team 1
